# Create a 16x12 tile map with an checker board pattern of the first four cels
16	12	16 48

36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36
36	28	36	36	36	36	36	36	36	36	36	36	36	36	36	36
36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36
35	35	35	35	35	35	35	35	35	34	35	35	35	35	35	35
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32

#	39	39	39	39	39	39	39	39	39	38	39	39	39	39	39	39
#	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36
#	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36
#	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36

32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	39	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	36	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	36	32

32	32	32	32	32	32	32	32	32	37	32	32	32	32	35	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	39	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	35	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32

32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	39	39	39	32	32	32	32	37	32	32	32	32	32	32
32	39	36	33	36	39	32	32	32	37	32	32	32	32	32	32

32	35	36	36	36	35	32	32	32	37	32	32	32	32	32	32
32	32	35	35	35	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
32	32	32	32	32	32	32	32	32	37	32	32	32	32	32	32
39	39	39	39	39	39	39	39	39	38	39	39	39	39	39	39
36	36	36	36	36	33	36	36	36	36	36	36	36	36	36	36
36	36	33	36	36	36	36	36	36	36	36	36	36	33	36	36
36	36	36	36	36	36	36	36	36	33	36	36	36	36	36	36
